name,price,above_100,first_name,last_name
Lindsey Santos,173.4378859,True,Lindsey,Santos
Savannah Smith,77.74762702,False,Savannah,Smith
Kimberly Roberts,100.4383016,True,Kimberly,Roberts
David Dominguez,48.63244885,False,David,Dominguez
Brittany Joyce,259.9716349,True,Brittany,Joyce
Diana Bryant,208.5949497,True,Diana,Bryant
James Bailey,116.107083,True,James,Bailey
Mary Perry,79.34102267,False,Mary,Perry
Sarah Baker,68.36279828,False,Sarah,Baker
Teresa Rios,110.0041419,True,Teresa,Rios
Marcus Wilson,284.020802,True,Marcus,Wilson
Rodney Hansen,72.95190219,False,Rodney,Hansen
Crystal Jones,231.171674,True,Crystal,Jones
Frank Gonzalez,78.9251024,False,Frank,Gonzalez
Billy Mcneil,270.4543387,True,Billy,Mcneil
Sabrina Carter,37.81203563,False,Sabrina,Carter
Lisa Smith,116.015239,True,Lisa,Smith
Daniel Gutierrez,177.7281493,True,Daniel,Gutierrez
Jennifer Johnson,248.5666653,True,Jennifer,Johnson
Tammy Harris,292.5367815,True,Tammy,Harris
Aaron Brown,286.970944,True,Aaron,Brown
Dominique Reynolds,35.33069889,False,Dominique,Reynolds
Brad Shaw,77.22657145,False,Brad,Shaw
Jennifer Marks,214.1225675,True,Jennifer,Marks
Sara Scott,63.33845737,False,Sara,Scott
Dr. Richard Walker,10.26357238,False,Richard,Walker
Justin Williams,98.36518333,False,Justin,Williams
Richard White,246.0778952,True,Richard,White
Amber Haynes,92.71470824,False,Amber,Haynes
Dale Cunningham,185.2340192,True,Dale,Cunningham
Gina Anderson,180.9704856,True,Gina,Anderson
Amber Gonzalez,104.2042807,True,Amber,Gonzalez
Kathleen Flynn,225.2048309,True,Kathleen,Flynn
Brian Contreras,133.7247424,True,Brian,Contreras
Brittney Cannon,237.0273387,True,Brittney,Cannon
Penny Smith,119.7774211,True,Penny,Smith
Tanya Barajas,154.115135,True,Tanya,Barajas
Valerie Thompson,181.9900267,True,Valerie,Thompson
Ashley Frost,55.18371181,False,Ashley,Frost
Sean Deleon,281.0247667,True,Sean,Deleon
Samantha Rasmussen,167.5538871,True,Samantha,Rasmussen
Gary Hicks,268.5825967,True,Gary,Hicks
Mr. David Walker,122.1682647,True,David,Walker
Mary Preston,120.0993495,True,Mary,Preston
Kelly Key,275.1606173,True,Kelly,Key
Tracy Preston,214.1876986,True,Tracy,Preston
Erica Weber,28.0296417,False,Erica,Weber
Amanda Campbell,179.5773151,True,Amanda,Campbell
Tiffany Keller,55.7058622,False,Tiffany,Keller
Pamela Marshall,103.1498794,True,Pamela,Marshall
Dawn Miranda,66.16407449,False,Dawn,Miranda
Anna Butler,57.16781141,False,Anna,Butler
Christopher Martin,16.54291044,False,Christopher,Martin
Vincent Martin,169.3623968,True,Vincent,Martin
Mason George,258.5268771,True,Mason,George
Marissa Avery,275.7309335,True,Marissa,Avery
Maurice Morgan,257.1985604,True,Maurice,Morgan
Sonia Lopez,207.2481926,True,Sonia,Lopez
Mark Richards,187.8888075,True,Mark,Richards
Norma Smith,243.070089,True,Norma,Smith
Brandy Villanueva,210.421182,True,Brandy,Villanueva
David Stevens,217.3939597,True,David,Stevens
Alexis Kim,273.4334913,True,Alexis,Kim
Roy Russo,149.82268,True,Roy,Russo
Tony Crawford,109.7616456,True,Tony,Crawford
Carolyn Richardson,100.4691933,True,Carolyn,Richardson
Alan Reyes,6.140652941,False,Alan,Reyes
Courtney Jensen,142.1727598,True,Courtney,Jensen
Randy Sullivan,75.73432253,False,Randy,Sullivan
Ryan Love,148.0630009,True,Ryan,Love
Kathy Valenzuela,173.5408457,True,Kathy,Valenzuela
Erica Pruitt,212.5520785,True,Erica,Pruitt
Natalie Flores,47.71141376,False,Natalie,Flores
Eileen Thomas,34.08037038,False,Eileen,Thomas
Kimberly Thompson,231.9040724,True,Kimberly,Thompson
Suzanne Hernandez,106.889458,True,Suzanne,Hernandez
William Hopkins,115.8133347,True,William,Hopkins
Martin Compton,86.43104415,False,Martin,Compton
Eric Hicks,144.1125724,True,Eric,Hicks
Madeline Preston,277.7087797,True,Madeline,Preston
Mary Carroll,283.9518427,True,Mary,Carroll
Holly Skinner,119.6838428,True,Holly,Skinner
Lawrence Jones,6.607550303,False,Lawrence,Jones
Tina Norton,184.8126069,True,Tina,Norton
April Jones,43.87704629,False,April,Jones
Jessica Gutierrez,168.4927971,True,Jessica,Gutierrez
Hayley Gibson,10.51878784,False,Hayley,Gibson
Jessica Riggs,120.5747683,True,Jessica,Riggs
Denise Peterson,162.2819289,True,Denise,Peterson
Jerry Brown,268.8242106,True,Jerry,Brown
Margaret Frazier,254.8209469,True,Margaret,Frazier
Ricky Johnson,100.2511703,True,Ricky,Johnson
Mrs. Sara Romero,3.931396765,False,Sara,Romero
Samuel Reynolds,1.321601458,False,Samuel,Reynolds
Andrew Foley,110.3610057,True,Andrew,Foley
Anthony Gross,104.4300506,True,Anthony,Gross
Lee Barker,216.3364217,True,Lee,Barker
Amanda Li,258.3560628,True,Amanda,Li
Stephanie Davis,246.1360667,True,Stephanie,Davis
Don Rose MD,185.0807171,True,Don,Rose
Bradley Gibson,44.37564058,False,Bradley,Gibson
Heidi Ortiz,72.5676395,False,Heidi,Ortiz
Malik Clark,172.803059,True,Malik,Clark
Nicole Henderson DVM,188.4701057,True,Nicole,Henderson
Katie Merritt,93.32190104,False,Katie,Merritt
Michelle Hall,235.5891307,True,Michelle,Hall
Amanda Martinez,109.8451354,True,Amanda,Martinez
Kenneth Cortez,43.35799481,False,Kenneth,Cortez
Cindy Lin,191.9161242,True,Cindy,Lin
Christopher Lucas,149.0145447,True,Christopher,Lucas
Veronica Sloan,122.0150809,True,Veronica,Sloan
Duane Alvarez,206.1329996,True,Duane,Alvarez
James Lee,241.7417132,True,James,Lee
Christopher Meza,155.0057081,True,Christopher,Meza
Nathaniel Miller,244.6580051,True,Nathaniel,Miller
Tracy Brown,90.74709889,False,Tracy,Brown
Mariah Cervantes,52.08510319,False,Mariah,Cervantes
Joshua Jones,293.8213216,True,Joshua,Jones
Brenda Jones,264.2708843,True,Brenda,Jones
Jennifer Booker,12.02511321,False,Jennifer,Booker
Seth Castaneda,10.92646812,False,Seth,Castaneda
Rachel Kennedy,161.6721103,True,Rachel,Kennedy
Susan Smith,2.813093506,False,Susan,Smith
Jordan Barnes,71.62466448,False,Jordan,Barnes
Brenda Turner,288.0150336,True,Brenda,Turner
James Stanley,83.01264324,False,James,Stanley
Matthew Brown,24.27117954,False,Matthew,Brown
Christian Little,42.7509127,False,Christian,Little
Thomas Valenzuela,140.6010983,True,Thomas,Valenzuela
Philip Hughes,265.8403027,True,Philip,Hughes
Gary Curry,276.4037536,True,Gary,Curry
Andrea Morrison,268.3671771,True,Andrea,Morrison
Norma Jenkins,257.8816286,True,Norma,Jenkins
Jill Ortiz,168.3387905,True,Jill,Ortiz
Jessica Howell,55.09699628,False,Jessica,Howell
James Henderson,163.5006988,True,James,Henderson
Nicholas Thomas,204.0773565,True,Nicholas,Thomas
Stephanie White,166.833234,True,Stephanie,White
Christopher Greene,36.14365972,False,Christopher,Greene
James Palmer,118.0771682,True,James,Palmer
Christine Cantrell,211.4962787,True,Christine,Cantrell
Christopher Lopez,17.11683357,False,Christopher,Lopez
Sandra Cook,67.45307209,False,Sandra,Cook
Pedro Dunn,116.3981006,True,Pedro,Dunn
Cassandra Gallagher,82.99376863,False,Cassandra,Gallagher
Daniel Guzman,202.3914416,True,Daniel,Guzman
Michael Hunt,19.63313083,False,Michael,Hunt
Leslie Preston,232.9674767,True,Leslie,Preston
Crystal Valdez,36.96034311,False,Crystal,Valdez
Luis Saunders,136.6896047,True,Luis,Saunders
Samantha Golden,18.25944943,False,Samantha,Golden
Brian Woods,207.7238054,True,Brian,Woods
Jay Parker,53.42922382,False,Jay,Parker
Janet Fleming,160.5078275,True,Janet,Fleming
Lance Williams,2.170543081,False,Lance,Williams
Rebecca Brooks,228.4791343,True,Rebecca,Brooks
Sara Oliver,208.4079644,True,Sara,Oliver
Megan Hickman,165.1104102,True,Megan,Hickman
Raymond Davis,217.32736,True,Raymond,Davis
Krystal Miller,219.3866908,True,Krystal,Miller
Brian Christian,197.1047485,True,Brian,Christian
Stephen Doyle,75.62902184,False,Stephen,Doyle
Carl Taylor,271.8752715,True,Carl,Taylor
Kathleen Peterson,279.1604721,True,Kathleen,Peterson
Teresa Mcintosh,204.471543,True,Teresa,Mcintosh
Ashley Hill,221.4989596,True,Ashley,Hill
Andrew Jacobs,226.5094836,True,Andrew,Jacobs
Jeffery Turner,172.146738,True,Jeffery,Turner
Christian Peterson,229.5509836,True,Christian,Peterson
Jason Burgess,288.1309467,True,Jason,Burgess
Crystal Herrera,95.15394812,False,Crystal,Herrera
Brenda Dean,252.0255026,True,Brenda,Dean
Kathleen Allen,148.1759137,True,Kathleen,Allen
Julie Suarez,126.6045221,True,Julie,Suarez
William Lee,219.7081508,True,William,Lee
Paige Sanders,14.77249308,False,Paige,Sanders
Devin Bates,152.2274338,True,Devin,Bates
Patricia Olsen,110.1679882,True,Patricia,Olsen
Becky Hernandez,222.2333333,True,Becky,Hernandez
Marie Lamb,40.27252313,False,Marie,Lamb
Nathan Flores,101.8936459,True,Nathan,Flores
Brandon Gonzalez,60.52303081,False,Brandon,Gonzalez
John Henderson,248.4076042,True,John,Henderson
Samuel Bell,92.53696137,False,Samuel,Bell
Chase Reed,71.9476409,False,Chase,Reed
Timothy Nichols,227.970889,True,Timothy,Nichols
Mitchell Owen,153.7919479,True,Mitchell,Owen
Amy Baker,36.80578714,False,Amy,Baker
Duane Gomez,244.0834338,True,Duane,Gomez
Ashley Caldwell,130.8171695,True,Ashley,Caldwell
Maria Hampton,288.5692027,True,Maria,Hampton
Kathy Schneider,42.12818501,False,Kathy,Schneider
Christopher Johnson,160.177871,True,Christopher,Johnson
Alison Rojas,294.6816429,True,Alison,Rojas
Susan Valdez,60.26333489,False,Susan,Valdez
David Frank,163.051206,True,David,Frank
Jason Conway,139.2688476,True,Jason,Conway
Nathan Reid,233.0631577,True,Nathan,Reid
Amy Klein,35.59591008,False,Amy,Klein
Victoria Johnson,46.62876129,False,Victoria,Johnson
Sara Adams,124.1548865,True,Sara,Adams
Charles Reid,63.79578805,False,Charles,Reid
Angela Davis,266.9483443,True,Angela,Davis
Brittany Nicholson,39.77148045,False,Brittany,Nicholson
William Dunn,225.412815,True,William,Dunn
Jon James,11.05366645,False,Jon,James
Heather Boyle,234.2114192,True,Heather,Boyle
Martin Robinson,45.61899672,False,Martin,Robinson
Lindsay Brewer,152.2561172,True,Lindsay,Brewer
Christopher Mitchell,122.2296097,True,Christopher,Mitchell
Renee Martin,103.8007634,True,Renee,Martin
Nathaniel Kelly,278.6711932,True,Nathaniel,Kelly
Jesus Martinez,1.741610191,False,Jesus,Martinez
Mark Kim,260.9460802,True,Mark,Kim
Kimberly Mccullough,175.7063953,True,Kimberly,Mccullough
Kevin Richardson,233.3962134,True,Kevin,Richardson
Kim Kramer,159.7285379,True,Kim,Kramer
Shelly Warren,223.9957527,True,Shelly,Warren
Keith Parker,165.2856722,True,Keith,Parker
Rebecca Pearson,34.08557462,False,Rebecca,Pearson
Thomas Turner,102.5115671,True,Thomas,Turner
Ernest Blake,279.7736437,True,Ernest,Blake
Kimberly Aguilar,254.503909,True,Kimberly,Aguilar
Mr. Parker Chandler DDS,105.0988489,True,Parker,Chandler
Patricia Jordan,293.1542586,True,Patricia,Jordan
Edward Pearson,186.5174652,True,Edward,Pearson
Thomas Guzman,35.01257377,False,Thomas,Guzman
Christina Lewis,276.7217628,True,Christina,Lewis
Nicole Green,173.7777278,True,Nicole,Green
Sandra Ayers,203.8614101,True,Sandra,Ayers
Kimberly Gould,116.9645689,True,Kimberly,Gould
Cory Johnson,290.1908301,True,Cory,Johnson
Lisa Butler,33.22539775,False,Lisa,Butler
Stephanie Gomez,134.8962191,True,Stephanie,Gomez
Dennis Figueroa,293.5063554,True,Dennis,Figueroa
Michelle Spencer,296.9458364,True,Michelle,Spencer
Austin Zuniga,189.9701356,True,Austin,Zuniga
Sarah Mora,152.0602036,True,Sarah,Mora
Mr. David Brown,222.4466494,True,David,Brown
Regina Smith,104.488275,True,Regina,Smith
John Gardner,90.71613517,False,John,Gardner
Melissa Levy,101.5050273,True,Melissa,Levy
Brandon Powell,12.1046252,False,Brandon,Powell
Vanessa Alvarez,160.5638252,True,Vanessa,Alvarez
Michael Wu,26.41273072,False,Michael,Wu
Jenny Fox,289.1982327,True,Jenny,Fox
Elizabeth Cole,111.4431733,True,Elizabeth,Cole
Justin Holmes,279.0448103,True,Justin,Holmes
Steve Carey,266.7866531,True,Steve,Carey
Ryan Miller,240.0594432,True,Ryan,Miller
Alvin Blair,212.2618704,True,Alvin,Blair
John Pearson,106.2357684,True,John,Pearson
Marcus Mejia,164.1050274,True,Marcus,Mejia
Antonio Simon,103.8962515,True,Antonio,Simon
Maria Mccall,244.0777072,True,Maria,Mccall
Linda Robinson,33.16893391,False,Linda,Robinson
Emily Rodriguez,124.8103967,True,Emily,Rodriguez
Dr. Samantha Morrison,68.09438499,False,Samantha,Morrison
Johnny Clark,11.42250221,False,Johnny,Clark
Brandon Hanson,129.2842923,True,Brandon,Hanson
Dana Mcclain,127.6452244,True,Dana,Mcclain
Christine Ramos,94.47688435,False,Christine,Ramos
Lisa Holloway MD,220.8854738,True,Lisa,Holloway
Melissa Gibson,166.7242068,True,Melissa,Gibson
Michael Fernandez,200.3551632,True,Michael,Fernandez
Karen Woods,153.6317697,True,Karen,Woods
Kimberly Stone,235.9922733,True,Kimberly,Stone
Alexander Cook,214.5809698,True,Alexander,Cook
Adam Jones,66.05270665,False,Adam,Jones
Michelle Hale,160.332909,True,Michelle,Hale
Dawn Perez,221.7845339,True,Dawn,Perez
Michael Smith,269.7764571,True,Michael,Smith
Pamela Willis,258.6407833,True,Pamela,Willis
Tracy Coleman,65.24906648,False,Tracy,Coleman
Amanda Jones,61.84863952,False,Amanda,Jones
Alexis Bradford,184.4562198,True,Alexis,Bradford
Eric Elliott,272.0600434,True,Eric,Elliott
Richard Tucker,2.106609758,False,Richard,Tucker
Elizabeth Andersen,7.886266805,False,Elizabeth,Andersen
Rhonda White,221.1733665,True,Rhonda,White
Annette Kaufman,200.003827,True,Annette,Kaufman
Kenneth Brown,260.5486352,True,Kenneth,Brown
Joshua Brown,151.7365522,True,Joshua,Brown
Monique Thompson,229.1693307,True,Monique,Thompson
Tammy Anderson,246.6641717,True,Tammy,Anderson
Robert Foster,23.9205959,False,Robert,Foster
Destiny Lutz,93.7962228,False,Destiny,Lutz
Phillip White,252.4260402,True,Phillip,White
Jeffrey Reeves,237.8640463,True,Jeffrey,Reeves
Michelle Dodson,25.13036482,False,Michelle,Dodson
Brandy Allen,141.1964105,True,Brandy,Allen
Stephanie Decker,188.2798449,True,Stephanie,Decker
Deborah Carter,157.0933645,True,Deborah,Carter
Donna Lloyd,129.2668984,True,Donna,Lloyd
Jason Brown,179.5356747,True,Jason,Brown
Michelle Keller,255.2075003,True,Michelle,Keller
Loretta Haynes,26.40453589,False,Loretta,Haynes
Ryan Vaughn,174.7084888,True,Ryan,Vaughn
Dan Smith,33.04343359,False,Dan,Smith
Alex Brown,231.2045332,True,Alex,Brown
Ethan Lee,22.86368908,False,Ethan,Lee
Jose Martinez,72.80481604,False,Jose,Martinez
Stacey Yates,196.3324196,True,Stacey,Yates
Alejandra Strickland,238.5211626,True,Alejandra,Strickland
Paula Gregory,63.86627777,False,Paula,Gregory
Joseph Lozano,288.2552215,True,Joseph,Lozano
Mr. Dean Thomas,291.9138486,True,Dean,Thomas
Sue Lee,229.6867408,True,Sue,Lee
Anna Long,282.5645113,True,Anna,Long
Madison Richardson,231.6005976,True,Madison,Richardson
Kelly Buchanan,190.7070828,True,Kelly,Buchanan
Robert Brown,216.259389,True,Robert,Brown
Felicia Sawyer,137.9030061,True,Felicia,Sawyer
Julian Edwards,150.3449245,True,Julian,Edwards
David Salazar,77.45842821,False,David,Salazar
Annette Watson,76.7825944,False,Annette,Watson
Joshua Williams,177.5164745,True,Joshua,Williams
Daniel Yoder,119.2342859,True,Daniel,Yoder
Daniel Nelson,98.27456386,False,Daniel,Nelson
Gary White,271.019816,True,Gary,White
Jason Campbell,273.3106244,True,Jason,Campbell
Elizabeth Watson,86.42236772,False,Elizabeth,Watson
Kenneth Wright,182.4366238,True,Kenneth,Wright
Robert Perez,239.5851297,True,Robert,Perez
David Clark,23.0325238,False,David,Clark
Beverly Leon,106.1063763,True,Beverly,Leon
Dr. Robert Wright,50.0234143,False,Robert,Wright
James Thomas,86.77348735,False,James,Thomas
Derrick Wells,181.4218065,True,Derrick,Wells
Devin Neal,86.96007678,False,Devin,Neal
Linda Baker,147.1263919,True,Linda,Baker
Amanda Ray,137.8128328,True,Amanda,Ray
Bruce Williams,71.30022792,False,Bruce,Williams
Amy Castillo,249.5469844,True,Amy,Castillo
Kyle Turner,161.1618002,True,Kyle,Turner
Steven Mason,111.8827068,True,Steven,Mason
Kimberly Kelly,240.4231917,True,Kimberly,Kelly
Melissa Ellis,98.58946201,False,Melissa,Ellis
Kelli Olson,237.5734494,True,Kelli,Olson
Mark Mcmillan,214.1569316,True,Mark,Mcmillan
Erin Bautista,77.6242888,False,Erin,Bautista
Joseph Holt,84.95214506,False,Joseph,Holt
Dean Foster,275.7451504,True,Dean,Foster
Luis Smith,232.2317515,True,Luis,Smith
Nicholas Hughes,119.2977956,True,Nicholas,Hughes
Alexis Marshall,135.4593376,True,Alexis,Marshall
Nathan Jones,156.5333442,True,Nathan,Jones
Debra Jordan,96.86625469,False,Debra,Jordan
Billy Rose,13.66865285,False,Billy,Rose
Amber Stephens,288.2365496,True,Amber,Stephens
Sandra Williamson DDS,58.32246701,False,Sandra,Williamson
Mikayla Wiggins,171.0312758,True,Mikayla,Wiggins
Wesley Lowery,71.51598238,False,Wesley,Lowery
Brandon Cruz,268.4069694,True,Brandon,Cruz
Tracy York,133.9126496,True,Tracy,York
Jessica Adams,169.2223021,True,Jessica,Adams
Diana Flores,140.9103144,True,Diana,Flores
Anthony Brooks,56.34749333,False,Anthony,Brooks
Joan Cruz,153.9731859,True,Joan,Cruz
Lauren Ray,235.5282522,True,Lauren,Ray
Becky Reid,222.1800929,True,Becky,Reid
Robert Fisher,174.6666517,True,Robert,Fisher
Christopher Clark,206.7775415,True,Christopher,Clark
Leah Palmer,82.10118057,False,Leah,Palmer
Erin Campbell,223.7648021,True,Erin,Campbell
Michael Smith,190.5819912,True,Michael,Smith
Carolyn Gonzalez,35.19868853,False,Carolyn,Gonzalez
Evan Jackson,250.4831534,True,Evan,Jackson
Corey Mitchell,229.272452,True,Corey,Mitchell
Wesley Shaw,78.19470358,False,Wesley,Shaw
Angela Lopez,123.473429,True,Angela,Lopez
Mariah Jones,7.586662029,False,Mariah,Jones
Melissa Yates,191.7388305,True,Melissa,Yates
Pamela Boyd,42.57642339,False,Pamela,Boyd
Chad Hill MD,237.3886818,True,Chad,Hill
Dalton Marshall,44.79388508,False,Dalton,Marshall
Megan Davis,185.4160533,True,Megan,Davis
Jay Hunt,11.93981724,False,Jay,Hunt
Craig Brady,114.0308021,True,Craig,Brady
James Cooper,162.9563775,True,James,Cooper
Timothy Cabrera,246.8016085,True,Timothy,Cabrera
Jeremy Lewis,3.085548783,False,Jeremy,Lewis
Justin Kemp,238.3356701,True,Justin,Kemp
Sean Roach,288.9094841,True,Sean,Roach
Jeffery Steele,116.5865443,True,Jeffery,Steele
Albert Sellers,70.52448058,False,Albert,Sellers
Jennifer Snyder,252.1510533,True,Jennifer,Snyder
John Scott,54.0948882,False,John,Scott
Gabrielle Brown DVM,125.2778312,True,Gabrielle,Brown
Devon Ramsey,151.3679071,True,Devon,Ramsey
Linda Palmer,259.9650837,True,Linda,Palmer
Laura Vargas,19.47538112,False,Laura,Vargas
Felicia Stewart,271.3900354,True,Felicia,Stewart
Jennifer Garza,288.0417712,True,Jennifer,Garza
Antonio Lewis,26.06155907,False,Antonio,Lewis
Andrew Nielsen,249.5687264,True,Andrew,Nielsen
Lindsay Carpenter,84.75981129,False,Lindsay,Carpenter
Chris Stewart,75.24103915,False,Chris,Stewart
Robert Moore,263.4141129,True,Robert,Moore
Timothy Ray,141.8626914,True,Timothy,Ray
Scott Day,198.0654936,True,Scott,Day
Nathaniel Armstrong,20.87450709,False,Nathaniel,Armstrong
Amanda Brown,212.9058973,True,Amanda,Brown
Larry Wilson,182.0331257,True,Larry,Wilson
Joshua Thompson,69.44828294,False,Joshua,Thompson
Kim Howell,36.96354785,False,Kim,Howell
Kristin Lindsey,64.39004043,False,Kristin,Lindsey
Erin Flowers,193.6398263,True,Erin,Flowers
Samuel Anderson,262.2680717,True,Samuel,Anderson
Jennifer Burke DDS,274.3026974,True,Jennifer,Burke
Kelly Douglas,34.36564262,False,Kelly,Douglas
Nancy Marshall,267.3828578,True,Nancy,Marshall
Jorge Johnson,116.1714636,True,Jorge,Johnson
Amy French,165.8016929,True,Amy,French
Virginia Chambers DDS,89.89633639,False,Virginia,Chambers
Mary Pollard,158.0790313,True,Mary,Pollard
Edward Norris,26.97375079,False,Edward,Norris
Deborah Bailey,234.6758898,True,Deborah,Bailey
Jennifer Jones,165.0022525,True,Jennifer,Jones
Sonya Griffith,138.6171528,True,Sonya,Griffith
Patrick Gallagher,104.1610535,True,Patrick,Gallagher
Jonathan Miller,98.37584933,False,Jonathan,Miller
Heather Ballard,284.5814233,True,Heather,Ballard
Andre Manning,194.9905545,True,Andre,Manning
Ashley Soto,79.2445099,False,Ashley,Soto
Dr. Elizabeth Clark,269.4168408,True,Elizabeth,Clark
Patricia Young,130.6553075,True,Patricia,Young
Marisa Campbell,84.44272785,False,Marisa,Campbell
Timothy Davis,171.1168554,True,Timothy,Davis
Mitchell Ibarra,161.7834286,True,Mitchell,Ibarra
Chelsea Chen,36.22563908,False,Chelsea,Chen
Paul Taylor,69.55631424,False,Paul,Taylor
Henry Roach,1.959007179,False,Henry,Roach
Thomas Mcclain,299.1307739,True,Thomas,Mcclain
Dennis Williams,275.2683661,True,Dennis,Williams
Paul Stein,102.8911782,True,Paul,Stein
Susan Christensen,37.48220654,False,Susan,Christensen
Crystal Brown,16.57201119,False,Crystal,Brown
Crystal Lowe,144.5014692,True,Crystal,Lowe
Brian Baker,74.18584275,False,Brian,Baker
Molly Fischer,10.65318304,False,Molly,Fischer
Karen Morton,126.9280583,True,Karen,Morton
Mark Green,123.1451656,True,Mark,Green
Karen Davis,108.2090437,True,Karen,Davis
Joanna Figueroa,187.2572904,True,Joanna,Figueroa
Paula Barker,102.0455125,True,Paula,Barker
Adam White,23.99088409,False,Adam,White
Melinda Fitzpatrick,295.4867362,True,Melinda,Fitzpatrick
Joseph Perry,81.57617561,False,Joseph,Perry
Victoria Moore,228.8735816,True,Victoria,Moore
Heather Herman,61.0629953,False,Heather,Herman
Timothy Clark,146.9213215,True,Timothy,Clark
Nathaniel Wells,20.65123885,False,Nathaniel,Wells
Cindy Pitts,60.39039483,False,Cindy,Pitts
Travis Johnson,98.5076599,False,Travis,Johnson
Nichole Townsend,245.1680542,True,Nichole,Townsend
Jessica Allen,137.7334625,True,Jessica,Allen
Charles Wright,99.76504328,False,Charles,Wright
Laura Lopez,7.703221405,False,Laura,Lopez
Julie Castillo,211.5372125,True,Julie,Castillo
Robert Young,267.4230523,True,Robert,Young
Randy Bauer,54.47848217,False,Randy,Bauer
Joel Webb,254.011257,True,Joel,Webb
Christopher Bright,229.0627694,True,Christopher,Bright
Maria Reyes,245.7685786,True,Maria,Reyes
Christopher Larson,255.8959554,True,Christopher,Larson
Evan Richardson,199.7802439,True,Evan,Richardson
Brittany Salinas,106.0009251,True,Brittany,Salinas
Theodore Schultz,66.3966506,False,Theodore,Schultz
Allen Hall,248.783453,True,Allen,Hall
Mark Bailey,146.1999589,True,Mark,Bailey
Ashley Barton,184.837686,True,Ashley,Barton
Melissa Reid,164.9964809,True,Melissa,Reid
Kevin Frazier,188.9327571,True,Kevin,Frazier
Jacqueline Russell,182.9477248,True,Jacqueline,Russell
Jeremy Davidson,238.4692929,True,Jeremy,Davidson
Vincent Taylor,19.99434316,False,Vincent,Taylor
Daniel Alexander,257.703959,True,Daniel,Alexander
Katherine Brooks,16.25110869,False,Katherine,Brooks
Donna Malone,263.6211952,True,Donna,Malone
Sarah Carlson,155.112039,True,Sarah,Carlson
Stephen Stafford,86.76268915,False,Stephen,Stafford
Molly Grant,114.8491929,True,Molly,Grant
Vanessa Chase,7.770786949,False,Vanessa,Chase
Katrina Miller,247.2659961,True,Katrina,Miller
Karen Hancock,282.6177794,True,Karen,Hancock
Raymond Brooks,204.8726848,True,Raymond,Brooks
Amanda Reynolds,90.21503715,False,Amanda,Reynolds
Sandra Marquez,138.1701187,True,Sandra,Marquez
Eric Gregory,24.92979482,False,Eric,Gregory
Mary Allen,255.2531379,True,Mary,Allen
Michael Santos,193.4995193,True,Michael,Santos
Ronnie Ali,229.6159426,True,Ronnie,Ali
Mr. Jeff Wilson,114.6760877,True,Jeff,Wilson
John Richardson,207.195461,True,John,Richardson
Reginald Barnes,46.8780625,False,Reginald,Barnes
Joseph Beasley,298.3722237,True,Joseph,Beasley
Kyle Brown,106.8841519,True,Kyle,Brown
Ruth Ballard,299.9455478,True,Ruth,Ballard
Michael Bradley,203.917107,True,Michael,Bradley
Derek Sandoval,143.0956665,True,Derek,Sandoval
Kayla Brown,123.1057042,True,Kayla,Brown
Rodney Harrison,118.4162955,True,Rodney,Harrison
Whitney Sims,284.5855067,True,Whitney,Sims
Carly Wagner,212.8393181,True,Carly,Wagner
Brett House,193.7238018,True,Brett,House
Robert Weaver,109.6290182,True,Robert,Weaver
Steve Gonzalez,146.1933084,True,Steve,Gonzalez
David Fisher,290.1779819,True,David,Fisher
Leonard King,24.0939262,False,Leonard,King
Beth Martinez,23.52767675,False,Beth,Martinez
Elizabeth Lewis,173.6053214,True,Elizabeth,Lewis
Nicole Small,159.8582487,True,Nicole,Small
Anthony Cline,250.2882021,True,Anthony,Cline
Spencer Ware,159.5202685,True,Spencer,Ware
Willie Erickson,116.3402762,True,Willie,Erickson
Brent Moore,155.6385418,True,Brent,Moore
Maria Hunt,285.7458256,True,Maria,Hunt
Robert Howard,174.4724454,True,Robert,Howard
Katherine Smith,96.91551318,False,Katherine,Smith
Mrs. Andrea Meza,143.0006511,True,Andrea,Meza
Nathan Crane,83.56558574,False,Nathan,Crane
Dr. Douglas Delgado DDS,85.5223837,False,Douglas,Delgado
Mariah Garrison,192.7734629,True,Mariah,Garrison
Dennis Perez,138.2202857,True,Dennis,Perez
Veronica Berry,248.7978665,True,Veronica,Berry
Kristine Holland,248.5495161,True,Kristine,Holland
Daniel Nguyen,282.2088346,True,Daniel,Nguyen
Kelly Gregory,159.7472068,True,Kelly,Gregory
Shawn Brown,181.3796777,True,Shawn,Brown
Danielle George,274.2446679,True,Danielle,George
Tiffany Brown,276.1991426,True,Tiffany,Brown
Alice Freeman,137.1583738,True,Alice,Freeman
Daniel Brown,112.7636937,True,Daniel,Brown
Jessica Hopkins,122.3518376,True,Jessica,Hopkins
April Bryant,266.6719848,True,April,Bryant
Christopher Miller,158.2431072,True,Christopher,Miller
Duane Smith,195.3278749,True,Duane,Smith
Madeline Sandoval,121.1743498,True,Madeline,Sandoval
Dr. Victoria Kirk,3.666987419,False,Victoria,Kirk
Paul Davis,252.5040028,True,Paul,Davis
Robert Dickerson,11.98827381,False,Robert,Dickerson
Kevin Lambert Jr.,4.531036969,False,Kevin Lambert,Jr.
Sheila Morton,170.343201,True,Sheila,Morton
Leonard Martinez,93.22430955,False,Leonard,Martinez
Melanie Dennis,209.669112,True,Melanie,Dennis
